 # x         y        
  0.282249063     -0.457409829    
  0.837613940      -6.82043135E-02
   1.19665933      0.458567053    
  0.503637552      0.550091147    
  0.882775784      -3.75313759E-02
   1.40847921     -0.490403622    
   2.00475168     -0.336564690    
   1.90104914      0.198570162    
   1.78198946      0.884662509    
   1.77643597      0.231920242    
   1.74607074     -0.462877333    
   1.49475551     -0.942945242    
  0.993211806     -0.936066031    
   1.40784919      -1.33922601    
  0.952981889      -1.65519619    
  0.477731466      -1.26053381    
  0.129326284      -1.64583659    
 -0.385222733      -1.51250875    
 -0.766885281     -0.936704814    
 -0.446656168      -1.47104406    
 -0.289689183     -0.837837458    
  0.310294151      -1.06864572    
  0.847165883     -0.912266135    
  0.460657626     -0.332232952    
  -7.89400637E-02 -0.328988671    
 -0.418058425      0.205884039    
 -0.254343718     -0.293369502    
 -0.255807161      0.265213400    
  0.271743536     -0.102822125    
   7.65719116E-02 -0.593753815    
  0.575738013     -0.636421502    
  0.963665724      -7.32477903E-02
  0.764959276     -0.580793560    
  0.751846373      -1.22368670    
  0.268180847      -1.47374642    
   4.10568714E-03  -1.95416284    
  0.647128761      -1.81709766    
  -4.16684151E-03  -1.98429382    
 -0.474362791      -1.60474253    
 -0.681438208      -1.13915563    
 -0.215486944     -0.823300123    
 -0.883547902     -0.785673380    
  -1.40179074     -0.546306610    
  -1.87879622     -0.970528245    
  -1.48701489      -1.36885166    
  -1.76491106     -0.807690382    
  -2.20179415      -1.30886281    
  -2.48877096     -0.882038951    
  -2.29659653     -0.293099344    
  -1.70703244     -0.325558454    
  -1.46585417     -0.971129656    
  -1.18722653     -0.490876883    
 -0.677304864     -0.359226942    
  -1.20268822     -0.641593337    
  -1.26651418     -0.133517385    
 -0.772949696     -0.531652808    
  -1.29693055     -0.680818200    
 -0.974545240      -1.27070451    
  -1.09590638     -0.685761929    
 -0.928596258      -1.26008964    
 -0.330222309      -1.59673548    
  0.132463902      -1.40434408    
  0.461941868      -1.98362851    
  -4.53709066E-02  -1.74232364    
 -0.507932365      -2.06538916    
 -0.567284226      -2.66697049    
 -0.406264156      -3.27213764    
 -0.866277575      -2.85843873    
 -0.500018954      -3.29724383    
  -2.11211443E-02  -2.90765023    
  0.135769606      -3.53662205    
 -0.308633834      -4.00365591    
 -0.772847772      -4.21972799    
  -1.28637934      -4.29020834    
  -1.39993584      -3.76502585    
  -1.61067152      -4.42304897    
  -2.10545516      -4.20162106    
  -1.42204261      -4.28454542    
  -1.36554432      -4.80969477    
 -0.717194617      -5.02655506    
 -0.269264042      -5.34002781    
  -7.95792788E-02  -4.81836414    
  0.355155826      -5.17327213    
   8.53066444E-02  -4.68941498    
  0.297572464      -5.25249529    
  0.785786748      -5.49345112    
   1.35186446      -5.29157257    
   1.07565486      -5.89838886    
  0.629410982      -6.20884943    
   1.12670887      -6.08482599    
   1.48313856      -6.62575912    
  0.923083663      -6.41755581    
   1.55112410      -6.52266455    
   1.35753465      -7.04220200    
   2.03594661      -6.88450146    
   2.61806583      -6.77736664    
   2.56732607      -7.28655672    
   2.23872519      -6.87383318    
   2.59668994      -7.22970963    
   3.11885262      -7.46243906    
   2.67250347      -7.96969414    
   2.51432800      -8.46328926    
   3.07352448      -8.59990501    
   3.51394296      -8.19967079    
   3.81341720      -8.65162563    
   4.12564039      -9.06946468    
   4.51778841      -9.58239555    
   4.13531685      -9.10687447    
   3.63300323      -9.54396820    
   3.60463953      -10.1349211    
   3.55022335      -10.7354670    
   3.04117966      -10.6581898    
   3.62494421      -10.8703928    
   3.19451118      -11.3583822    
   3.20324135      -11.9556026    
   3.78216863      -11.9924440    
   4.22847748      -11.5411034    
   3.67200851      -11.1414394    
   3.32050776      -10.5997972    
   2.78431010      -10.6850767    
   3.00365925      -10.2312279    
   3.12474751      -10.7256536    
   3.40539169      -11.3041925    
   3.79874802      -10.8661556    
   4.34345579      -11.2932320    
   4.28171968      -10.7486057    
   4.40029669      -10.1066837    
   4.43615961      -9.46559906    
   4.47934055      -10.0224304    
   4.44058943      -9.44700241    
   4.37982082      -10.0516996    
   3.93526816      -9.69656563    
   4.40583181      -9.50619316    
   3.88841772      -9.44329548    
   3.38790846      -9.72096920    
   3.70910120      -9.11262226    
   4.26386738      -8.94892883    
   3.58891344      -8.91424179    
   4.03569221      -8.65143394    
   3.65529394      -8.16203976    
   3.22827077      -7.89367485    
   2.91057158      -8.30333996    
   3.43190241      -7.93464279    
   3.46285105      -8.58351517    
   2.92859030      -8.77267742    
   2.51222134      -9.30034924    
   1.88919854      -9.19163513    
   2.22571516      -9.75016499    
   1.75305235      -9.43737030    
   2.25291443      -9.73364639    
   2.36622190      -10.2974958    
   2.74431491      -10.7486305    
   3.35135531      -10.9515715    
   3.27330112      -11.4699373    
   3.54373240      -11.9673510    
   2.98566747      -11.9928923    
   3.46733570      -11.7797251    
   3.28728104      -12.2668982    
   3.21633482      -12.8386431    
   2.71514845      -13.0656261    
   2.99455404      -12.6257248    
   2.73685670      -12.1710186    
   2.43988204      -12.7427559    
   1.81322074      -12.7939968    
   1.16398120      -12.8033190    
   1.36680365      -13.3697424    
  0.867474020      -13.8451710    
   1.21262062      -14.3528128    
  0.642050385      -14.6561556    
  0.358087510      -15.1530819    
  0.625656366      -15.7944117    
   1.22082257      -16.0426731    
   1.80500865      -16.3193550    
   2.25263309      -15.7934618    
   2.72449088      -15.9952354    
   3.11483121      -16.4577198    
