 # x         y        
 -0.101297095     -0.576097131    
  0.377810836     -0.705573916    
  0.903582990     -0.626512825    
   1.13152516      -1.10080528    
   1.57961226      -1.15421271    
   1.58779383     -0.750637531    
   1.86791945      -1.16032147    
   1.62081003      -1.43461573    
   2.05824041      -1.61378062    
   2.48038268      -1.50038779    
   2.81028652      -1.69755721    
   3.14317822      -1.59802330    
   2.86609864      -1.73533094    
   3.21148992      -1.80835891    
   2.89596581      -1.73589027    
   3.15655422      -1.52194130    
   3.34796333      -1.30048716    
   3.34014320      -1.00295651    
   3.14277196      -1.18228304    
   2.97289920     -0.993548214    
   2.73040056     -0.895380557    
   2.85649633      -1.08722508    
   3.11208940      -1.05131793    
   3.30412531      -1.22494531    
   3.11034298      -1.34552419    
   3.33790016      -1.30176437    
   3.34528947      -1.53400755    
   3.16390276      -1.51889801    
   3.08739614      -1.66737854    
   2.92500758      -1.76806378    
   2.74432373      -1.85506725    
   2.60420418      -1.79236126    
   2.43076348      -1.74825978    
   2.28639436      -1.83332253    
   2.20144916      -1.69108951    
   2.05746984      -1.75752831    
   2.01877141      -1.63865292    
   1.91325009      -1.54830348    
   2.03500557      -1.57149780    
   2.16899967      -1.57839489    
   2.28943968      -1.58707583    
   2.16731691      -1.60634243    
   2.16692162      -1.71334231    
   2.25024414      -1.78337479    
   2.14794827      -1.80967164    
   2.22004485      -1.85744488    
   2.19936395      -1.75359249    
   2.09059095      -1.76615620    
   2.03825235      -1.70027256    
   2.00786901      -1.62938011    
   1.98792422      -1.55399525    
   1.92844403      -1.59601843    
   1.87156630      -1.56446421    
   1.80005968      -1.59619594    
   1.87174833      -1.58637810    
   1.84727395      -1.64971101    
   1.88205671      -1.60627389    
   1.81690502      -1.60437202    
   1.77633870      -1.54568362    
   1.80942094      -1.49336505    
   1.76111221      -1.51474166    
   1.81968486      -1.49392164    
   1.86212003      -1.53664696    
   1.82355678      -1.57220042    
   1.79734397      -1.60367024    
   1.82163203      -1.57172942    
   1.78097761      -1.54961860    
   1.78255880      -1.58856821    
   1.83063352      -1.58611035    
   1.86426783      -1.55407476    
   1.83375371      -1.53534853    
   1.80019403      -1.51946187    
   1.78045642      -1.49072337    
   1.81300843      -1.48302209    
   1.83927846      -1.49289501    
   1.86508346      -1.46976089    
   1.83985448      -1.46055841    
   1.83543706      -1.48973799    
   1.81262255      -1.48184299    
   1.83556497      -1.48948431    
   1.85985911      -1.47859573    
   1.84948933      -1.50194275    
   1.83009267      -1.48666048    
   1.80461550      -1.49384522    
   1.82085621      -1.47740471    
   1.80992138      -1.49488044    
   1.79827929      -1.47898281    
   1.82108963      -1.47910535    
   1.82603061      -1.46009851    
   1.80941987      -1.45071065    
   1.79290199      -1.45125151    
   1.79227579      -1.46902609    
   1.80765676      -1.47148156    
   1.79727268      -1.46321845    
   1.80633056      -1.45426309    
   1.81448519      -1.46900558    
   1.82914340      -1.46656787    
   1.83478880      -1.47946835    
   1.82640338      -1.48777223    
   1.81472707      -1.49492443    
   1.82053006      -1.48643267    
   1.81091356      -1.49329448    
   1.82130587      -1.48641157    
   1.83077073      -1.47956443    
   1.83608198      -1.46948910    
   1.84269869      -1.46215737    
   1.85040116      -1.45679617    
   1.84269285      -1.45181441    
   1.84633219      -1.45978439    
   1.85575676      -1.45896959    
   1.86402798      -1.45573771    
   1.85516405      -1.45600545    
   1.86395586      -1.45535076    
   1.85861874      -1.45096135    
   1.85492766      -1.45636046    
   1.86103535      -1.45421052    
   1.85865140      -1.44710648    
   1.85355759      -1.45220828    
   1.84740555      -1.45045769    
   1.84378779      -1.45421100    
   1.84705043      -1.45885658    
   1.85012257      -1.45380652    
   1.84630215      -1.45135534    
   1.85012603      -1.45413196    
   1.84975207      -1.45942259    
   1.84472239      -1.46133280    
   1.84069324      -1.45958328    
   1.84208596      -1.46417105    
   1.84541833      -1.46290505    
   1.84291792      -1.46516001    
   1.84390593      -1.46191108    
   1.84762144      -1.46310043    
   1.84760165      -1.46702337    
   1.84771204      -1.46418178    
   1.84545815      -1.46179092    
   1.84664106      -1.46425390    
   1.84575951      -1.46187818    
   1.84864151      -1.46269858    
   1.84995735      -1.46016955    
   1.84884632      -1.46225679    
